Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","26190.01","Flax, processed but not spun","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","26190.01","Flax, processed but not spun","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","26190.01","Flax, processed but not spun","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","26190.01","Flax, processed but not spun","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","26190.01","Flax, processed but not spun","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","26190.01","Flax, processed but not spun","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01193","Fonio","2021","2021","","102.49","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01193","Fonio","2022","2022","","101.37","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01193","Fonio","2023","2023","","102.22","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01193","Fonio","2021","2021","","89.4","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01193","Fonio","2022","2022","","86.6","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01193","Fonio","2023","2023","","85.51","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21170.02","Game meat, fresh, chilled or frozen","2021","2021","","103.82","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21170.02","Game meat, fresh, chilled or frozen","2022","2022","","102.73","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21170.02","Game meat, fresh, chilled or frozen","2023","2023","","103.84","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","21170.02","Game meat, fresh, chilled or frozen","2021","2021","","90.56","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","21170.02","Game meat, fresh, chilled or frozen","2022","2022","","87.74","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","21170.02","Game meat, fresh, chilled or frozen","2023","2023","","86.85","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2021","2021","","156.39","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2022","2022","","165.29","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2023","2023","","172.88","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2021","2021","","137.94","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2022","2022","","142.77","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2023","2023","","146.22","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01351.02","Gooseberries","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01351.02","Gooseberries","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01351.02","Gooseberries","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01351.02","Gooseberries","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01351.02","Gooseberries","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01351.02","Gooseberries","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01330","Grapes","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01330","Grapes","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01330","Grapes","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01330","Grapes","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01330","Grapes","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01330","Grapes","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01290.01","Green corn (maize)","2021","2021","","104.82","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01290.01","Green corn (maize)","2022","2022","","105.6","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01290.01","Green corn (maize)","2023","2023","","106.4","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01290.01","Green corn (maize)","2021","2021","","91.44","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01290.01","Green corn (maize)","2022","2022","","90.22","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01290.01","Green corn (maize)","2023","2023","","89.01","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01252","Green garlic","2021","2021","","124.08","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01252","Green garlic","2022","2022","","123.66","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01252","Green garlic","2023","2023","","124.63","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01252","Green garlic","2021","2021","","108.79","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01252","Green garlic","2022","2022","","106.17","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01252","Green garlic","2023","2023","","104.78","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","0142","Groundnuts, excluding shelled","2021","2021","","112.96","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","0142","Groundnuts, excluding shelled","2022","2022","","114.47","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","0142","Groundnuts, excluding shelled","2023","2023","","114.9","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","0142","Groundnuts, excluding shelled","2021","2021","","98.73","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","0142","Groundnuts, excluding shelled","2022","2022","","97.98","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","0142","Groundnuts, excluding shelled","2023","2023","","96.3","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01374","Hazelnuts, in shell","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01374","Hazelnuts, in shell","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01374","Hazelnuts, in shell","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01374","Hazelnuts, in shell","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01374","Hazelnuts, in shell","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01374","Hazelnuts, in shell","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01449.02","Hempseed","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01449.02","Hempseed","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01449.02","Hempseed","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01449.02","Hempseed","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01449.02","Hempseed","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01449.02","Hempseed","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","0231","Hen eggs in shell, fresh","2021","2021","","98.46","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","0231","Hen eggs in shell, fresh","2022","2022","","101.85","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","0231","Hen eggs in shell, fresh","2023","2023","","102.98","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","0231","Hen eggs in shell, fresh","2021","2021","","85.88","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","0231","Hen eggs in shell, fresh","2022","2022","","87","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","0231","Hen eggs in shell, fresh","2023","2023","","86.14","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01659","Hop cones","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01659","Hop cones","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01659","Hop cones","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01659","Hop cones","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.01i","Horse meat, fresh or chilled (indigenous)","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01499.03","Jojoba seeds","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01499.03","Jojoba seeds","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01499.03","Jojoba seeds","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01499.03","Jojoba seeds","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01499.03","Jojoba seeds","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01499.03","Jojoba seeds","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01922.01","Jute, raw or retted","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01922.01","Jute, raw or retted","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01922.01","Jute, raw or retted","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01922.01","Jute, raw or retted","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01922.01","Jute, raw or retted","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01922.01","Jute, raw or retted","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01499.05","Kapok fruit","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01499.05","Kapok fruit","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01499.05","Kapok fruit","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01499.05","Kapok fruit","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01499.05","Kapok fruit","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01499.05","Kapok fruit","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01499.01","Karite nuts (sheanuts)","2021","2021","","98.19","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01499.01","Karite nuts (sheanuts)","2022","2022","","101.34","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01499.01","Karite nuts (sheanuts)","2023","2023","","99.91","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01499.01","Karite nuts (sheanuts)","2021","2021","","85.61","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01499.01","Karite nuts (sheanuts)","2022","2022","","86.53","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01499.01","Karite nuts (sheanuts)","2023","2023","","83.54","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2021","2021","","106.76","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2022","2022","","107.28","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2023","2023","","107.45","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2021","2021","","93.14","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2022","2022","","91.66","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01922.02","Kenaf, and other textile bast fibres, raw or retted","2023","2023","","89.9","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01352","Kiwi fruit","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01352","Kiwi fruit","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01352","Kiwi fruit","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01352","Kiwi fruit","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01352","Kiwi fruit","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01352","Kiwi fruit","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01379.02","Kola nuts","2021","2021","","103.55","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01379.02","Kola nuts","2022","2022","","109.26","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01379.02","Kola nuts","2023","2023","","112.41","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01379.02","Kola nuts","2021","2021","","90.27","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01379.02","Kola nuts","2022","2022","","93.28","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01379.02","Kola nuts","2023","2023","","93.98","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01254","Leeks and other alliaceous vegetables","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01322","Lemons and limes","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01322","Lemons and limes","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01322","Lemons and limes","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01322","Lemons and limes","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01322","Lemons and limes","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01322","Lemons and limes","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01704","Lentils, dry","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01704","Lentils, dry","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01704","Lentils, dry","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01704","Lentils, dry","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01704","Lentils, dry","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01704","Lentils, dry","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01214","Lettuce and chicory","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01214","Lettuce and chicory","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01214","Lettuce and chicory","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01214","Lettuce and chicory","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01214","Lettuce and chicory","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01214","Lettuce and chicory","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01441","Linseed","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01441","Linseed","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01441","Linseed","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01441","Linseed","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01441","Linseed","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01441","Linseed","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01356","Locust beans (carobs)","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01356","Locust beans (carobs)","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01356","Locust beans (carobs)","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01356","Locust beans (carobs)","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01356","Locust beans (carobs)","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01356","Locust beans (carobs)","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01709.02","Lupins","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01709.02","Lupins","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01709.02","Lupins","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01709.02","Lupins","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01709.02","Lupins","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01709.02","Lupins","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","0112","Maize (corn)","2021","2021","","123.88","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","0112","Maize (corn)","2022","2022","","125.87","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","0112","Maize (corn)","2023","2023","","107.44","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","0112","Maize (corn)","2021","2021","","108.02","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","0112","Maize (corn)","2022","2022","","107.48","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","0112","Maize (corn)","2023","2023","","89.84","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01316","Mangoes, guavas and mangosteens","2021","2021","","107.68","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01316","Mangoes, guavas and mangosteens","2022","2022","","106.99","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01316","Mangoes, guavas and mangosteens","2023","2023","","107.19","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01316","Mangoes, guavas and mangosteens","2021","2021","","93.94","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01316","Mangoes, guavas and mangosteens","2022","2022","","91.4","E","Estimated value"
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01316","Mangoes, guavas and mangosteens","2023","2023","","89.67","E","Estimated value"
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01630","Maté leaves","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01630","Maté leaves","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","01630","Maté leaves","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01630","Maté leaves","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01630","Maté leaves","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","01630","Maté leaves","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21118.02i","Meat of asses, fresh or chilled (indigenous)","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21118.02i","Meat of asses, fresh or chilled (indigenous)","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21118.02i","Meat of asses, fresh or chilled (indigenous)","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.02i","Meat of asses, fresh or chilled (indigenous)","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.02i","Meat of asses, fresh or chilled (indigenous)","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","434","Gross per capita Production Index Number (2014-2016 = 100)","21118.02i","Meat of asses, fresh or chilled (indigenous)","2023","2023","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2021","2021","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2022","2022","","","",""
"QI","Production Indices","566","Nigeria","432","Gross Production Index Number (2014-2016 = 100)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2023","2023","","","",""
