Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F
"123","'430","Liberia","6989","Industrial Wastewater","7230","Emissions (N2O)","kt","0.002132","E","0.002136","E","0.002147","E","0.002142","E","0.002147","E","0.002152","E","0.002636","E","0.002652","E","0.002718","E","0.002786","E","0.002762","E","0.002768","E","0.002760","E","0.002771","E","0.002782","E","0.002796","E","0.002837","E","0.002872","E","0.002915","E","0.002960","E","0.003014","E","0.003065","E","0.003072","E","0.003070","E","0.002763","E","0.002768","E","0.002814","E","0.002805","E","0.002815","E","0.002815","E","0.002815","E","0.002715","E","0.002715","I"
"123","'430","Liberia","6989","Industrial Wastewater","723113","Emissions (CO2eq) (AR5)","kt","5.051395","E","5.067883","E","5.143647","E","5.076383","E","5.121210","E","5.321428","E","6.288135","E","6.398711","E","6.458011","E","6.525581","E","6.572097","E","6.614044","E","6.652979","E","6.507168","E","6.554450","E","6.620441","E","6.798293","E","6.924528","E","7.087637","E","7.260394","E","7.462080","E","7.694485","E","7.695093","E","7.693432","E","6.548384","E","6.567555","E","6.733557","E","6.700321","E","6.739854","E","6.739854","E","6.739854","E","6.373525","E","6.373525","I"
"123","'430","Liberia","6517","Pre- and Post- Production","7273","Emissions (CO2)","kt","13.906961","E","12.099515","E","13.740548","E","14.296131","E","14.838338","E","15.360953","E","16.493600","E","17.670114","E","18.794433","E","18.791346","E","19.476585","E","20.905859","E","21.246960","E","23.731632","E","28.983603","E","35.237891","E","42.527315","E","42.860955","E","37.622352","E","39.509633","E","55.797486","E","64.984485","E","69.459683","E","73.794842","E","60.030819","E","53.865942","E","51.026195","E","48.176533","E","51.213652","E","84.494757","E","50.634572","E","66.167670","E","66.167670","I"
"123","'430","Liberia","6517","Pre- and Post- Production","7225","Emissions (CH4)","kt","2.651269","E","2.608340","E","2.565180","E","2.533014","E","2.546319","E","2.623143","E","2.792140","E","2.994777","E","3.225703","E","3.445835","E","8.209153","E","11.130973","E","13.094352","E","14.362470","E","15.289908","E","15.974840","E","16.542003","E","17.033767","E","17.481585","E","17.846546","E","18.169551","E","18.469597","E","18.735434","E","18.982860","E","19.147048","E","19.332522","E","19.519210","E","19.684509","E","19.846608","E","20.008232","E","20.130348","E","20.289100","E","20.289100","I"
"123","'430","Liberia","6517","Pre- and Post- Production","7230","Emissions (N2O)","kt","0.030588","E","0.030303","E","0.030988","E","0.027616","E","0.027181","E","0.029974","E","0.032233","E","0.035490","E","0.038279","E","0.040701","E","0.042222","E","0.038932","E","0.039035","E","0.039514","E","0.041984","E","0.044633","E","0.044160","E","0.046949","E","0.050334","E","0.052418","E","0.054534","E","0.059380","E","0.060823","E","0.062272","E","0.062576","E","0.063010","E","0.066272","E","0.068296","E","0.069578","E","0.075065","E","0.074145","E","0.075780","E","0.075780","I"
"123","'430","Liberia","6517","Pre- and Post- Production","717815","Emissions (CO2eq) from F-gases (AR5)","kt","0.000644","E","0.001800","E","0.004302","E","0.017640","E","0.042300","E","0.095400","E","0.191700","E","0.310500","E","0.512100","E","0.810900","E","1.305000","E","2.763000","E","4.869000","E","7.605000","E","10.800000","E","13.950000","E","16.290000","E","18.900000","E","21.510000","E","24.030000","E","26.550000","E","26.550000","E","28.620000","E","30.690000","E","32.670000","E","34.740000","E","36.810000","E","38.880000","E","40.950000","E","43.020000","E","45.090000","E","47.160000","E","47.160000","I"
"123","'430","Liberia","6517","Pre- and Post- Production","723113","Emissions (CO2eq) (AR5)","kt","96.248938","E","93.165105","E","93.781663","E","92.556382","E","93.380515","E","96.847460","E","103.406929","E","111.239267","E","119.770167","E","126.871301","E","261.826709","E","345.652965","E","403.102211","E","443.957054","E","479.026676","E","508.311235","E","533.695746","E","551.147859","E","561.955384","E","577.133784","E","605.546556","E","624.418859","E","638.789871","E","652.506866","E","645.400807","E","646.614276","E","651.936052","E","656.321140","E","666.306862","E","707.637398","E","679.022738","E","701.504133","E","701.504133","I"
"123","'430","Liberia","6500","Energy Use (Pre- and Post-Production)","7273","Emissions (CO2)","kt","13.906961","E","12.099515","E","13.740548","E","14.296131","E","14.838338","E","15.360953","E","16.493600","E","17.670114","E","18.794433","E","18.791346","E","19.476585","E","20.905859","E","21.246960","E","23.731632","E","28.983603","E","35.237891","E","42.527315","E","42.860955","E","37.622352","E","39.509633","E","55.797486","E","64.984485","E","69.459683","E","73.794842","E","60.030819","E","53.865942","E","51.026195","E","48.176533","E","51.213652","E","84.494757","E","50.634572","E","66.167670","E","66.167670","I"
"123","'430","Liberia","6500","Energy Use (Pre- and Post-Production)","7225","Emissions (CH4)","kt","0.003691","E","0.003077","E","0.003478","E","0.003516","E","0.003544","E","0.003571","E","0.003837","E","0.004108","E","0.004368","E","0.004381","E","0.004535","E","0.004813","E","0.004618","E","0.005048","E","0.005973","E","0.006935","E","0.008361","E","0.007704","E","0.006438","E","0.008065","E","0.010839","E","0.013105","E","0.012959","E","0.015356","E","0.008980","E","0.008364","E","0.006999","E","0.005951","E","0.005195","E","0.017383","E","0.009438","E","0.009787","E","0.009787","I"
"123","'430","Liberia","6500","Energy Use (Pre- and Post-Production)","7230","Emissions (N2O)","kt","0.001172","E","0.000976","E","0.001126","E","0.001163","E","0.001197","E","0.001230","E","0.001340","E","0.001450","E","0.001559","E","0.001587","E","0.001658","E","0.001772","E","0.001751","E","0.001921","E","0.002293","E","0.002680","E","0.003132","E","0.002920","E","0.002416","E","0.002807","E","0.003949","E","0.004716","E","0.004786","E","0.005380","E","0.003336","E","0.003148","E","0.002725","E","0.002392","E","0.002096","E","0.005994","E","0.003460","E","0.003551","E","0.003551","I"
"123","'430","Liberia","6500","Energy Use (Pre- and Post-Production)","723113","Emissions (CO2eq) (AR5)","kt","14.320845","E","12.444206","E","14.136414","E","14.702806","E","15.254705","E","15.786940","E","16.956067","E","18.169398","E","19.329809","E","19.334504","E","20.042975","E","21.510082","E","21.840152","E","24.382056","E","29.758447","E","36.142289","E","43.591424","E","43.850472","E","38.442882","E","40.479223","E","57.147394","E","66.601095","E","71.090839","E","75.650415","E","61.166394","E","54.934215","E","51.944365","E","48.976936","E","51.914662","E","86.569958","E","51.815793","E","67.382761","E","67.382761","I"
"123","'430","Liberia","6991","Agrifood Systems Waste Disposal","7225","Emissions (CH4)","kt","2.647579","E","2.605263","E","2.561702","E","2.529498","E","2.542775","E","2.619572","E","2.788303","E","2.990669","E","3.221336","E","3.441454","E","8.204618","E","11.126160","E","13.089734","E","14.357422","E","15.283935","E","15.967904","E","16.533642","E","17.026063","E","17.475147","E","17.838481","E","18.158713","E","18.456492","E","18.722475","E","18.967504","E","19.138067","E","19.324158","E","19.512210","E","19.678557","E","19.841413","E","19.990849","E","20.120910","E","20.279313","E","20.279313","I"
